"Kod";"Nazwa";"ogółem;obiekty ogółem lipiec;2013;[ob.]";"ogółem;obiekty ogółem lipiec;2014;[ob.]";"ogółem;obiekty ogółem lipiec;2015;[ob.]";"ogółem;obiekty ogółem lipiec;2016;[ob.]";"ogółem;obiekty ogółem lipiec;2017;[ob.]";"ogółem;obiekty ogółem lipiec;2018;[ob.]";"ogółem;obiekty ogółem lipiec;2019;[ob.]";"ogółem;obiekty ogółem lipiec;2020;[ob.]";"ogółem;obiekty ogółem lipiec;2021;[ob.]";"ogółem;obiekty ogółem lipiec;2022;[ob.]";"ogółem;obiekty ogółem lipiec;2023;[ob.]";"ogółem;obiekty ogółem lipiec;2024;[ob.]";"ogółem;miejsca noclegowe ogółem lipiec;2013;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2014;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2015;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2016;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2017;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2018;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2019;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2020;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2021;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2022;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2023;[msc.]";"ogółem;miejsca noclegowe ogółem lipiec;2024;[msc.]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2013;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2014;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2015;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2016;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2017;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2018;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2019;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2020;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2021;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2022;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2023;[osoba]";"ogółem;turyści (korzystający) ogółem styczeń-grudzień;2024;[osoba]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2013;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2014;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2015;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2016;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2017;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2018;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2019;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2020;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2021;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2022;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2023;[-]";"ogółem;udzielone noclegi ogółem styczeń-grudzień;2024;[-]";
3017000;"Powiat ostrowski";18;18;18;17;18;17;17;17;18;23;22;24;764;779;803;999;1055;965;957;974;1082;1278;1174;1299;55392;55553;58426;64857;66849;63623;68035;36729;46808;75507;61461;62855;70569;68864;74039;93009;91635;86593;94990;51443;73153;116881;101466;101412;
3018000;"Powiat ostrzeszowski";12;12;12;12;9;9;7;7;7;7;6;7;672;664;664;669;683;641;349;320;313;293;295;303;10095;8986;9944;10681;10247;9753;12509;6819;6167;8494;8613;8275;33033;26625;28890;31219;33094;27936;32123;19317;18737;26957;24020;18367;
3019000;"Powiat pilski";22;24;25;23;22;19;21;17;12;15;15;15;1013;995;1068;1015;1079;980;1053;917;776;980;965;965;43841;46715;44228;44140;46362;48215;49042;27358;33895;50973;53048;52177;74478;78160;87947;77324;87451;82558;82188;48744;60425;122313;114806;110670;
3020000;"Powiat pleszewski";18;16;17;18;17;17;18;18;18;16;15;13;1135;1103;1133;1177;1137;1146;1131;1121;1134;1024;940;908;17953;16641;18547;24600;22779;24702;25537;14598;16635;21816;14422;12914;39079;38741;40717;51038;46120;51584;51421;35601;36791;48333;36896;35363;
3021000;"Powiat poznański";79;71;70;72;73;74;75;68;66;62;62;61;3973;3697;3867;4137;4219;4287;4307;3981;4046;4042;3924;4079;170789;182560;186572;208598;209742;224941;216462;98824;118231;178835;179069;201454;284349;308909;312107;348322;372336;404039;384389;190644;231313;345776;339964;363601;
3022000;"Powiat rawicki";6;6;5;5;5;5;5;3;3;3;4;7;176;168;164;150;150;152;152;125;125;125;139;292;6460;7946;7592;7585;7646;6731;6173;4458;4904;0;12983;16160;9971;11708;11386;13085;14504;10676;9229;5944;6250;0;16491;21256;
3023000;"Powiat słupecki";20;24;23;22;21;21;20;17;17;16;19;19;1622;1838;1855;956;887;1010;1056;961;1188;1049;1160;1249;9105;13954;14847;14571;13875;15596;19285;10606;14963;20059;21194;23623;23023;32217;35435;36927;38424;47371;54562;35417;55013;61518;75089;84876;
3024000;"Powiat szamotulski";13;12;11;11;10;11;11;8;7;6;5;7;489;522;535;514;592;581;592;479;383;343;274;408;14746;16689;18583;20792;23180;27772;25019;10503;12028;18095;13189;15500;32195;32982;34330;36254;41905;48806;45100;22980;23911;37918;24392;26828;
3025000;"Powiat średzki";14;12;12;13;13;12;14;13;14;14;13;14;629;539;547;683;643;571;848;753;813;814;792;827;21694;23481;27081;31606;30076;33427;31669;20030;22159;33720;27284;27080;37182;36101;44616;63266;57039;77593;100297;69798;75550;88386;74770;74881;
3026000;"Powiat śremski";15;14;12;11;9;8;9;9;9;9;7;7;584;608;563;551;482;477;505;505;535;509;494;491;17258;17924;17856;17240;16735;16874;15783;8379;10495;14312;14259;10362;33527;32167;31875;29310;30113;32908;28732;20293;27231;38381;39983;35155;
3027000;"Powiat turecki";4;5;4;5;6;6;6;4;4;4;5;5;162;180;130;209;267;269;330;188;144;198;284;276;4186;4690;4028;6738;6021;6496;8984;2767;3940;7916;10626;10910;12030;7442;6007;11955;10937;11267;14886;5480;6612;13381;19036;19227;
3028000;"Powiat wągrowiecki";11;9;10;9;8;7;8;8;8;8;8;9;579;509;590;565;558;498;554;534;570;576;615;581;15951;17603;22784;22641;22695;24127;23710;11652;16655;20417;18707;23078;43663;43687;66349;58941;66472;68553;70612;36672;51029;65967;62658;66562;
3029000;"Powiat wolsztyński";26;28;27;27;28;29;25;22;24;23;23;25;1884;1899;1815;1818;1919;2080;1877;1803;1802;1693;1870;1956;23633;24506;22561;24848;29263;32362;32515;25120;28477;40706;34724;54342;73388;80823;65170;72954;88233;98893;86077;70741;66234;110385;86441;121881;
3030000;"Powiat wrzesiński";12;12;13;13;16;15;16;13;14;17;18;18;604;574;594;615;701;749;915;696;768;981;1002;1045;27534;29358;30952;29448;28566;30459;33499;17073;24828;39148;44819;44361;41032;45215;53704;53194;53975;50558;52787;34043;45278;64994;80509;83793;
3031000;"Powiat złotowski";8;12;12;12;12;11;10;9;9;8;8;8;372;487;479;497;494;474;388;356;384;363;408;369;4210;9593;10254;11024;10638;10092;9998;5607;5864;7361;7201;8388;13539;22356;27313;27993;25910;22561;22185;15917;17404;20084;21421;19334;
3061000;"Powiat m. Kalisz";10;11;11;12;10;10;9;8;8;10;9;9;656;687;664;718;500;522;487;419;408;570;474;499;29947;30313;29895;34323;31562;32258;27861;18384;20522;26375;26851;28044;48034;45727;43249;52623;46648;46737;42096;30626;38067;48206;42906;44152;
3062000;"Powiat m. Konin";4;4;4;4;5;4;4;4;4;4;4;5;183;189;191;191;204;188;188;168;169;173;122;128;11229;11578;11211;12031;10472;9920;9332;6014;6919;6305;7844;9247;17528;18462;18877;20107;16515;15434;16382;11635;15062;14509;14379;16829;
3063000;"Powiat m. Leszno";6;6;5;5;5;4;4;5;6;5;6;9;306;306;290;290;290;195;195;255;270;241;330;429;16634;16279;16134;17603;16302;11357;11677;8296;16895;21372;19388;19649;28474;27863;32244;35558;28345;17245;17711;14011;29514;38402;35590;34152;
3064000;"Powiat m. Poznań";87;90;88;91;95;95;104;82;81;81;80;81;8054;9016;8857;9070;9379;9410;10311;7936;8817;9255;9474;9109;615236;731152;819695;846701;878064;916458;946578;402568;518536;807601;808465;879273;1016964;1175636;1300768;1395939;1437617;1484056;1515397;670831;872885;1374808;1395892;1487123;
3201000;"Powiat białogardzki";3;4;4;4;3;3;3;2;2;2;4;5;231;264;266;370;234;251;231;145;151;158;451;438;8436;10207;10746;10816;6269;5990;3417;0;0;0;18709;18446;17987;21814;21758;20946;13851;15482;10283;0;0;0;50094;47804;
3202000;"Powiat choszczeński";9;10;10;10;8;10;12;7;7;9;7;8;430;440;436;349;318;442;617;325;280;369;264;402;7639;7734;7697;6895;6678;7093;7160;4217;0;2436;2445;2163;17448;16715;17310;15411;14931;17287;20904;8791;0;7787;6198;5869;
3203000;"Powiat drawski";40;33;35;36;42;43;42;39;37;35;35;37;2747;2792;2896;2268;2800;2851;2817;2774;3036;2415;2538;2744;19515;19095;26659;25380;32995;37154;41020;35607;44365;62311;59669;67255;72821;62773;81642;90990;138218;147576;165728;125644;130531;155425;141430;159503;
3204000;"Powiat goleniowski";12;11;14;14;15;16;15;14;14;14;13;13;500;425;557;638;674;949;897;693;702;700;642;618;34542;32642;37425;35616;27609;36140;41259;31795;29918;35289;30460;29084;58872;51634;58724;60153;50658;87462;108164;72407;67976;76530;64752;66301;
3205000;"Powiat gryficki";181;197;203;207;216;256;258;242;232;222;226;233;18231;18819;18960;18540;19816;22142;23131;23343;23028;22690;22587;23035;171130;190821;209254;230177;246421;285796;318520;214107;268521;305485;315900;359587;1050473;1170863;1197904;1311782;1392249;1537971;1687612;1109767;1414071;1539877;1500641;1627863;
3206000;"Powiat gryfiński";19;18;14;20;20;16;14;13;12;10;11;11;947;1095;749;936;957;771;694;797;713;830;789;801;22934;28954;23047;27448;26278;21591;21979;23146;27042;41855;39379;34048;50555;69500;52229;81805;74446;60179;64895;65500;72822;95599;95634;88416;
3207000;"Powiat kamieński";181;179;178;176;177;204;199;184;175;155;162;171;18766;18091;17412;17646;18378;18912;18449;17141;15929;15035;15126;17911;228310;253099;272966;301351;314676;346973;348660;244315;244695;301562;319684;435547;1369084;1416151;1437712;1600037;1672083;1792961;1827211;1174239;1244724;1458190;1501196;1880912;
3208000;"Powiat kołobrzeski";265;263;260;255;300;330;347;308;332;320;316;312;26185;27818;27136;27528;30387;31961;35363;33077;37715;40367;42760;42443;518966;579625;595722;629275;677485;773078;845771;558994;673197;968386;1078608;1188388;3857221;4235666;4303838;4417519;4627349;5078703;5353279;3137242;3909954;5401598;5856296;6107617;
3209000;"Powiat koszaliński";194;218;198;232;245;237;239;228;218;197;208;220;14816;15732;15410;17810;18942;18215;19122;19886;19878;18555;18795;20060;157329;155111;163754;210371;207651;232857;260307;187118;229722;263487;279565;285174;968532;1025809;1069265;1289817;1279745;1321546;1445178;966431;1151171;1434745;1487078;1447359;
3210000;"Powiat myśliborski";12;12;11;11;12;10;13;12;11;10;10;11;492;554;527;560;664;557;782;729;704;657;693;693;19709;18090;17527;20725;21154;23239;28994;16419;16914;21141;21263;21092;41807;37127;37761;44416;48047;50425;69652;41583;47448;55997;55808;54678;
3211000;"Powiat policki";11;11;9;9;10;10;11;8;7;7;9;8;1027;1008;947;945;761;764;816;522;510;472;571;531;44523;46093;48062;45269;44234;42219;40599;16923;30687;27080;28675;29244;67338;77123;75089;77173;75030;71990;67681;34598;57189;58395;63367;64782;
3212000;"Powiat pyrzycki";1;3;3;4;4;3;2;3;2;2;3;3;25;90;90;104;104;64;51;65;40;40;50;86;793;2732;2883;6739;7475;5165;0;2249;0;0;3868;4248;1132;3251;3889;9141;9303;6168;0;2626;0;0;5693;8687;
3213000;"Powiat sławieński";114;121;118;121;149;154;191;181;173;175;173;181;13398;13015;12868;13231;15491;15555;17869;17156;17747;17107;17070;18305;114825;130854;138769;163107;172983;206960;227842;157673;196870;224504;199896;219130;1065227;1072753;1106989;1215710;1291635;1466639;1633088;989706;1263893;1440795;1387041;1460861;
3214000;"Powiat stargardzki";22;24;27;27;23;22;23;22;20;20;21;24;1302;1242;1507;1456;1133;1109;1175;1297;984;1023;1080;1338;37523;36813;42264;47594;43807;39461;44993;30516;28303;36294;36605;45739;102378;82567;88215;112037;97019;84144;100142;79314;75578;80575;72627;100273;
3215000;"Powiat szczecinecki";18;19;17;16;14;16;15;16;16;13;15;17;834;1056;1049;1044;918;789;778;943;1038;737;793;926;19091;21402;24814;26541;28291;29431;27280;18040;24756;23703;22607;29286;58483;57724;55541;57390;64141;64002;61804;50899;70969;58739;55764;65357;
3216000;"Powiat świdwiński";13;11;12;11;10;11;11;10;10;11;10;11;868;1011;1078;934;790;956;994;810;735;844;622;698;13058;14615;13893;12791;13866;14309;13920;7305;7469;9786;9725;10124;76428;88070;91999;88034;93285;92097;86736;44698;60379;83698;65268;64452;
3217000;"Powiat wałecki";16;19;17;17;20;24;22;16;21;21;20;19;942;1092;1043;969;1195;1524;1282;1062;1674;1322;1211;1213;23638;23668;26833;29891;31461;36011;35034;18805;25795;32155;23795;26534;88242;88215;95398;105410;119771;136525;147387;95631;128334;124403;107905;111255;
3218000;"Powiat łobeski";6;6;6;6;7;7;6;7;7;6;7;7;233;233;233;241;292;332;263;278;274;262;377;276;4376;5039;5420;5513;7302;9437;0;6436;7649;0;9507;8857;8130;9900;10471;11319;16985;19131;0;14989;16841;0;19084;13995;
3261000;"Powiat m. Koszalin";16;16;16;17;16;19;19;15;17;17;21;23;780;807;786;851;697;876;905;958;1062;1086;1312;1480;50497;50161;50797;50206;47674;49926;50008;0;0;0;53329;48356;87111;83407;79994;85562;75040;90942;92774;0;0;0;115503;119850;
3262000;"Powiat m. Szczecin";49;49;48;46;51;55;59;60;60;59;58;60;7000;6567;6733;6781;7085;7357;7373;7590;7479;7882;8444;8825;382784;388082;389506;373994;393052;387251;399819;221528;255097;407345;448430;480820;745614;793673;873850;881079;939023;925383;987764;631223;744468;1031279;1021765;1070810;
3263000;"Powiat m. Świnoujście";111;98;99;105;107;107;103;97;92;92;92;91;10132;9466;9920;10890;10949;11717;11805;11557;10551;10738;10609;10909;210486;232825;269118;305003;402377;451068;442323;279619;291059;426155;418183;443139;1416554;1454669;1570479;1807490;1964714;2086850;2132481;1230586;1356718;1895702;1936043;1958162;
